night,lichen,open,yr18,yr19,nightLichen,nightOpen,iter
0.00146597073980968,-0.123399199451418,-0.258070203768571,0.190104343070056,-0.511842073796883,-0.049498376074293,0.109072900587872,1
-0.121292304707009,-0.278539354213553,-0.312021115863086,0.216792972511212,-0.554824686241998,-0.0267495273087725,0.140028730469731,2
-0.134063661049199,-0.161087016220488,-0.191249016402117,0.205181242541401,-0.62938768619538,0.185516130393634,0.273573218712485,3
-0.108667153818952,-0.438756613458624,-0.410410730879518,0.0902447441407072,-0.656804751121267,0.105507150607324,0.247355259184369,4
0.0259345583684709,-0.412126139176507,-0.293719534807473,0.172262052125407,-0.341504862132673,0.109490578173146,0.0422117643199124,5
-0.0297442485123368,-0.327445436825097,-0.383828909810554,0.217568524667084,-0.446044826456311,0.0642280109013439,0.211569475405052,6
-0.11144412394935,-0.517755512332746,-0.524943597311345,0.156239256769412,-0.260533299269972,0.213937516082388,0.18938436208426,7
-0.334779768792891,-0.623513533881631,-0.458354882714733,0.200695859194327,-0.472321127093834,0.483450331140567,0.368710676630805,8
0.0456943811149027,-0.263852181822964,-0.228075595518815,0.042840237827955,-0.595104949766279,0.0850725393252892,0.0644776206551664,9
-0.18464243403638,-0.238770160624007,-0.190948929556272,0.217989513947341,-0.567053645173006,0.181712338900746,0.269613071315232,10
0.207170847078651,-0.0346551155554682,-0.123417932593919,0.127799852790571,-0.495288178162485,-0.28916528855126,-0.18220232320572,11
-0.139784140342693,-0.378080799314846,-0.317208942465639,0.24143386145267,-0.261944423086897,0.0556401865482925,0.0829806647757219,12
0.199972042111233,-0.161602601532821,-0.0335454790685682,0.251006556962046,-0.405830725880171,-0.140801967484034,-0.224000513716337,13
-0.180853837665573,-0.438095545427477,-0.320818548113209,0.196918210021835,-0.528745394263741,0.211682819710328,0.177144771637417,14
-0.117334518586222,-0.404719532238203,-0.399649067642579,0.189505295655382,-0.589037006877524,0.147729618343138,0.209435132845059,15
-0.102884053414486,-0.252622733012089,-0.397524836201129,0.0568837869850327,-0.535887818496948,-0.0123101312185708,0.207163858097521,16
-0.231557315990424,-0.326871340435279,-0.399581792306622,0.224469955564116,-0.35288720937454,0.207451009645674,0.283729626024844,17
0.0716023045943783,-0.328641883913531,-0.397160453325454,0.232020512236379,-0.628456884956683,0.0058900280094788,0.103459128759218,18
-0.275076585656785,-0.426628840058165,-0.289078234889459,0.237378131749962,-0.405539871224488,0.485235426660929,0.377780151760801,19
